candidate_id,skills,qualification,experience_level,job_role,College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,qualification_simple,experience_level_clean,job_role_clean,skills_count,programming_skills_count
41.0,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Data Scientist,4,3
42.0,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Designer,5,1
43.0,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Kubernetes Operations Engineer,5,4
44.0,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Web Developer,4,2
45.0,Unknown,Bachelor's in Computer Science,Mid,Full Stack Python Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Full Stack Python Developer,0,0
46.0,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Unknown,Full Stack Java Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Unknown,Full Stack Java Developer,4,3
47.0,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Game Developer,3,1
,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,DevOps Engineer,4,0
49.0,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,PHP Developer,4,3
50.0,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Blockchain Developer,4,1
51.0,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Frontend Developer,4,3
52.0,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Backend Developer,4,4
53.0,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Marketing,3,3
54.0,"HR Policies, Recruitment, Training",Unknown,Senior,HR,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Unknown,Senior,HR,3,2
55.0,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,C# Developer,4,2
56.0,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Mobile Developer,5,1
57.0,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Cybersecurity Engineer,3,0
58.0,"Scrum, Agile, Project Management",Unknown,Mid,Software Project Manager,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Unknown,Mid,Software Project Manager,3,2
59.0,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Entry,Data Analyst,4,2
60.0,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Unknown,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Unknown,4,1
61.0,"HTML, CSS, JavaScript, Vue.js",Unknown,Mid,Web Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Unknown,Mid,Web Developer,4,2
62.0,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,PhD,Senior,AIML,4,2
63.0,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Mobile Developer,4,1
64.0,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Full Stack Python Developer,4,4
65.0,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Unknown,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Unknown,4,3
66.0,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Designer,5,0
67.0,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Unknown,Data Analyst,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Unknown,Data Analyst,4,2
68.0,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Game Developer,4,1
69.0,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,DevOps Engineer,4,1
70.0,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,PHP Developer,4,3
,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Mid,Data Scientist,4,3
72.0,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Blockchain Developer,4,1
73.0,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Frontend Developer,5,3
74.0,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Backend Developer,4,2
75.0,"Digital Marketing, SEO, PPC, Analytics",Unknown,Mid,Marketing,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Unknown,Mid,Marketing,4,2
76.0,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,HR,3,1
77.0,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,C# Developer,4,3
78.0,Unknown,Bachelor's in Computer Science,Entry,Mobile Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Mobile Developer,0,0
79.0,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Cybersecurity Engineer,3,2
80.0,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Mid,Software Project Manager,3,0
81.0,Unknown,Master's in Data Science,Senior,Data Scientist,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Data Scientist,0,0
82.0,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Designer,5,1
83.0,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Kubernetes Operations Engineer,5,4
84.0,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Web Developer,4,2
85.0,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Full Stack Python Developer,4,4
86.0,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Full Stack Java Developer,4,3
87.0,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Game Developer,3,1
88.0,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,DevOps Engineer,4,0
89.0,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,PHP Developer,4,3
90.0,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Unknown,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Unknown,4,1
91.0,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Frontend Developer,4,3
92.0,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Backend Developer,4,4
93.0,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Marketing,3,3
94.0,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,HR,3,2
95.0,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,C# Developer,4,2
,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Mobile Developer,5,1
97.0,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Cybersecurity Engineer,3,0
98.0,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Mid,Software Project Manager,3,2
99.0,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Entry,Data Analyst,4,2
100.0,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Kubernetes Operations Engineer,4,1
101.0,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Unknown,Web Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Unknown,Web Developer,4,2
,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,PhD,Senior,AIML,4,2
103.0,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Mobile Developer,4,1
104.0,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Full Stack Python Developer,4,4
105.0,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Full Stack Java Developer,4,3
106.0,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Designer,5,0
107.0,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Unknown,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Unknown,4,2
,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Game Developer,4,1
109.0,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,DevOps Engineer,4,1
110.0,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,PHP Developer,4,3
111.0,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Mid,Data Scientist,4,3
112.0,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Blockchain Developer,4,1
113.0,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Frontend Developer,5,3
114.0,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Backend Developer,4,2
115.0,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Marketing,4,2
116.0,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,HR,3,1
117.0,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Unknown,C# Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Unknown,C# Developer,4,3
118.0,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Mobile Developer,5,1
119.0,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Cybersecurity Engineer,3,2
120.0,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Mid,Software Project Manager,3,0
121.0,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Data Scientist,4,3
122.0,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Designer,5,1
123.0,"Kubernetes, Docker, GCP, CI/CD",Unknown,Mid,Kubernetes Operations Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Unknown,Mid,Kubernetes Operations Engineer,5,4
124.0,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Web Developer,4,2
125.0,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Full Stack Python Developer,4,4
126.0,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Full Stack Java Developer,4,3
127.0,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Game Developer,3,1
